 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Período:Jan/2019-Ago/2020
"Município";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"314760 Passa Quatro";30412,92;30667,84;28424,25;34676,75;31627,11;30466,34;32554,05;29543,31;31126,81;30818,67;30669,53;32671,93;31485,07;33180,11;31427,16;21440,17;18410,43;20546,57;25597,30;18413,67;574159,99
"314770 Passa Tempo";8376,24;8769,33;8332,89;8936,96;13038,70;10522,16;13072,47;13068,19;13068,76;13089,42;13088,22;13067,36;13065,33;13083,05;13069,89;8761,59;9722,49;12498,58;10311,31;8913,70;225856,64
"314750 Passabém";2379,96;2832,55;3369,78;1575,61;2112,29;1235,84;-;-;-;-;-;-;2692,75;1435,11;2105,88;-;-;713,73;3098,40;423,18;23975,08
"314790 Passos";3108737,08;2407583,98;2909021,34;3224367,58;3085099,05;2825740,17;3416191,50;3199235,19;3184550,92;3409618,43;3053706,68;3073588,15;3002536,45;3030184,48;3078896,97;2459130,28;2830664,31;3363538,30;3141800,99;3367469,41;61171661,26
"314800 Patos de Minas";1624493,17;1265999,98;1577099,11;1284776,11;2272977,76;1069798,35;1360805,91;1342560,49;1213889,64;1182114,83;1186874,22;1115179,57;1378182,07;1399753,70;1308471,61;1265332,71;1660313,76;1351022,07;1886363,52;1812555,80;28558564,38
"314810 Patrocínio";651461,70;545316,20;642510,53;619136,73;666991,47;537599,21;731120,61;621077,59;520213,91;620865,51;531036,24;645663,56;609929,74;578121,14;586360,53;474814,76;646027,52;650898,21;937371,86;1042658,99;12859176,01
"314860 Peçanha";52181,97;68941,29;73418,48;75732,02;87884,53;113772,02;91641,72;96201,61;82112,12;82771,32;78056,55;73171,29;78232,50;76164,25;71764,56;39613,00;41965,77;42060,24;38580,69;46434,95;1410700,88
"314870 Pedra Azul";97231,12;90045,80;99821,62;90875,06;92008,49;91869,92;136100,84;221162,28;96285,44;93935,31;95053,84;95338,29;95178,64;95202,07;95200,90;91107,74;83818,31;83456,78;65145,69;76873,46;1985711,60
"314910 Pedralva";4606,73;7444,12;5160,14;7964,56;9905,61;8422,32;9451,33;8571,83;9321,52;7922,46;11421,68;7679,29;10140,35;9981,89;10714,57;8628,57;7406,69;8000,77;3912,68;2694,46;159351,57
"314930 Pedro Leopoldo";118558,34;112745,10;116774,12;94972,96;154268,46;131085,96;125941,95;119996,12;112733,89;85099,28;79889,72;77707,86;108333,13;113498,51;106281,96;100101,65;86620,07;85485,26;94029,40;78767,13;2102890,87
"314980 Perdizes";31140,27;30310,64;30350,14;30626,08;30437,86;30968,62;30077,31;30874,67;31119,77;29747,64;30745,12;30941,13;30537,66;30851,89;30394,33;30549,41;25853,02;21067,81;22921,19;20208,97;579723,53
"314990 Perdões";25393,23;21997,36;27453,52;33132,32;34672,73;35524,92;35525,41;35529,82;35525,79;35499,92;33370,52;29368,86;31013,88;22832,80;30056,11;21362,37;18170,58;14449,56;29673,65;-;550553,35
"315030 Piedade do Rio Grande";4776,93;4528,71;4561,47;4740,56;4513,56;4306,90;4377,67;4736,53;4888,38;6312,49;4933,55;4560,73;4998,40;4531,36;4230,18;2437,84;3431,16;4170,51;2927,53;1785,27;85749,73
"315050 Pimenta";3576,99;2868,11;3127,45;4474,51;4117,71;3992,95;3240,36;3562,68;3693,91;4224,42;2370,46;4753,38;3572,79;3554,88;2765,80;2901,70;3860,90;4906,00;3180,65;3141,63;71887,28
"315080 Piranga";14619,21;20983,70;16604,57;19607,68;30740,74;17445,13;17194,35;30187,41;15110,40;23267,14;25448,42;19255,58;21340,32;20121,85;25787,48;17634,15;15362,40;13337,29;20833,19;14309,83;399190,84
"315110 Pirapetinga";15169,99;19583,50;23912,01;19840,37;25116,00;22805,05;19548,26;22683,03;20059,75;12713,49;18016,93;22554,93;16862,67;26801,43;19523,55;19523,76;19015,85;13644,87;22220,77;17252,14;396848,35
"315120 Pirapora";487076,85;492736,75;427036,68;523381,58;568550,46;445144,45;552029,95;520986,08;525653,79;501125,13;567352,33;487974,07;513683,93;536625,29;498708,26;463747,15;468958,51;526991,86;522864,17;544042,27;10174669,56
"315140 Pitangui";66237,79;61861,99;61926,57;60196,92;62657,43;60813,72;62917,48;63467,30;66309,31;61678,40;63941,58;64018,60;60680,87;60392,87;64455,29;64670,90;64274,20;65648,56;60288,08;61205,13;1257642,99
"315150 Piumhi";309390,16;274401,21;287786,17;309228,39;282112,17;390450,48;411334,91;332623,30;315815,67;333737,49;335871,40;337246,73;346423,30;287124,90;302773,00;295371,41;293351,29;290829,17;317823,31;299770,63;6353465,09
"315170 Poço Fundo";17946,82;22442,77;32814,31;33962,47;47513,56;38504,64;46800,77;55040,89;38605,68;54583,65;32807,52;23118,53;22077,15;32950,45;32318,94;27530,69;19429,81;14391,56;27691,34;27441,18;647972,73
"315180 Poços de Caldas";2390950,76;2126975,10;2647698,11;2183215,77;2473429,30;2246320,20;2726590,43;2520169,12;2569335,41;2485280,57;2282388,83;2294476,74;2281627,19;2079079,82;2118576,53;1771650,57;2161370,22;2650045,44;2643170,08;2797733,39;47450083,58
"315190 Pocrane";1996,83;-;-;-;3912,59;3274,79;6088,64;6443,75;2971,53;3562,44;5303,16;3530,18;4697,43;5450,55;5082,74;3154,71;3655,75;5041,25;4047,78;5496,67;73710,79
"315200 Pompéu";42889,85;45380,38;48444,54;49234,57;54181,03;53117,93;56337,36;51784,93;51765,41;51493,85;37790,59;45509,73;38365,88;34488,58;43839,61;26195,12;23656,39;20753,79;40664,83;29814,04;845708,41
"315210 Ponte Nova";1392977,72;1374184,53;1396308,32;1420302,50;1429401,05;1364557,64;1396817,55;1449962,52;1408020,56;1393473,58;1364358,82;1478180,09;1542990,75;1568262,20;1586875,84;1523471,69;1466341,37;1440152,74;1463251,99;1564956,54;29024848,00
"315220 Porteirinha";72349,22;75254,13;67575,45;79981,57;72735,39;85298,45;72831,49;59479,96;66823,39;77248,77;75944,72;76860,12;78686,17;87775,64;64053,92;52652,63;57210,14;43383,16;60492,65;80321,66;1406958,63
"315240 Poté";25311,81;25146,66;22920,03;25025,88;24998,58;24204,13;18984,42;17433,79;24787,00;15319,94;17689,50;7863,11;16110,82;14141,51;12340,48;11842,37;9273,58;5958,32;7960,15;7357,97;334670,05
"315250 Pouso Alegre";3143166,68;3390691,97;3678354,79;3318580,57;3769794,69;3404210,08;3273943,37;3278494,85;3249030,70;3334008,29;3264799,49;3328404,98;3255997,00;3246309,19;2247766,35;1955767,12;2190479,75;2358667,23;2972098,47;3257324,55;61917890,12
"315260 Pouso Alto";9062,05;10546,48;12294,85;9876,06;13513,33;13549,51;14153,70;13841,03;11809,29;10671,46;9590,57;12944,42;13590,99;12699,97;12710,62;9665,52;11546,75;8964,67;11589,95;7904,10;230525,32
"315270 Prados";11461,94;11424,34;11624,44;11149,27;11662,81;11490,53;11098,46;12510,92;14072,44;15871,35;11832,07;20324,70;12210,53;12376,23;12975,19;11415,56;11347,22;11219,81;11704,29;11149,19;248921,29
"315280 Prata";49236,76;70395,36;59919,24;55829,54;57235,25;61469,47;58931,90;65708,45;61647,20;72696,13;58547,02;74530,96;68204,47;82945,92;65867,03;55063,64;60954,40;55075,73;55923,82;55488,19;1245670,48
"315290 Pratápolis";4657,82;4024,80;2082,72;4093,95;1904,32;3509,66;2611,73;4966,57;3193,13;4065,22;5890,60;1034,35;2780,01;1766,04;3920,36;910,13;1848,04;889,91;76,22;2670,12;56895,70
"315310 Presidente Bernardes";2083,95;6734,75;3142,29;1095,89;6721,42;1168,54;4369,48;1981,34;1483,50;2562,13;2342,65;1586,55;5436,49;1547,36;2997,66;4393,96;2223,37;3892,60;4022,86;1058,67;60845,46
"315340 Presidente Olegário";8343,14;8563,51;5935,07;11687,71;6223,02;7484,33;9932,30;12218,03;7560,65;3229,20;7104,44;13669,91;12589,44;12293,87;7532,46;4893,64;5030,03;5770,32;6257,66;3041,64;159360,37
"315400 Raul Soares";64441,17;64004,22;64104,78;60166,57;60494,16;60312,16;60189,29;59806,44;78192,68;59751,16;61584,16;57726,92;56891,76;62025,82;60037,40;60513,54;60713,97;60181,11;59897,39;-;1171034,70
"315410 Recreio";27675,60;29823,29;28191,20;27204,45;28292,05;31915,83;28989,54;27380,35;28192,34;27610,23;27043,81;26807,06;24552,36;26922,57;26179,09;26581,24;24438,59;23495,14;26061,92;26066,64;543423,30
"315420 Resende Costa";41102,03;30443,95;46822,92;38984,17;42853,90;45765,03;36897,84;45952,97;46365,04;47201,40;46829,13;45627,09;45292,77;33680,44;46058,65;46996,09;35111,20;31791,81;38262,02;46315,58;838354,03
"315430 Resplendor";140409,68;141021,22;142390,31;150951,31;172729,55;164557,73;174552,98;140825,98;145263,84;155033,92;168739,82;164435,07;139994,01;140556,56;140939,88;97362,65;84574,96;84984,53;113247,45;127495,93;2790067,38
"315460 Ribeirão das Neves";125152,26;115840,77;141669,24;153559,75;171529,78;106964,56;163766,26;126158,55;133873,12;144695,10;138361,45;149532,01;176099,20;109127,75;143067,11;104004,68;133336,01;157478,94;169893,45;202026,98;2866136,97
"315470 Ribeirão Vermelho";1536,99;1017,74;1831,87;1553,87;1556,31;1790,42;2885,47;1766,36;4444,01;1757,70;2394,48;1611,52;3259,27;3499,52;3838,56;1518,96;139,42;-;-;4400,42;40802,89
"315490 Rio Casca";16380,15;16861,73;16478,40;20804,81;16688,98;23363,22;18294,40;26419,77;33427,86;29607,24;22820,13;26207,83;27609,76;32239,46;16757,58;8094,50;4957,41;9371,95;17415,03;29559,22;413359,43
"315520 Rio Espera";5588,17;8430,33;4045,34;3814,06;5128,34;4330,20;4467,59;4479,37;4804,34;4647,09;4795,20;2495,31;3562,49;4288,88;2448,38;-;3139,32;2378,46;1280,43;-;74123,30
"315550 Rio Paranaíba";11282,62;10484,46;6691,66;2555,60;7099,07;11140,84;16623,55;18931,46;12215,39;10766,32;13249,03;5565,24;12255,66;10829,05;12416,15;12319,42;10410,02;4691,90;14628,43;-;204155,87
"315560 Rio Pardo de Minas";54879,67;51457,22;51637,56;47364,35;54649,71;54679,57;54614,16;54891,16;54679,64;54849,41;54831,57;54850,95;54770,79;54742,89;37728,97;39574,96;36212,49;33190,98;29566,77;25017,59;954190,41
"315570 Rio Piracicaba";8914,28;6108,89;12014,45;12390,53;25119,11;43937,11;8936,88;14916,80;13929,52;10617,81;11030,70;15277,99;10761,97;12332,18;14029,93;5552,49;5285,32;7876,13;3992,07;7826,57;250850,73
"315580 Rio Pomba";75425,81;89452,81;75997,00;66302,67;74751,13;82009,82;97880,54;91233,86;77218,09;80791,40;83645,74;72914,74;85404,79;71563,71;68110,11;76143,20;51195,37;52410,68;53467,37;69946,91;1495865,75
"315590 Rio Preto";10459,45;9491,74;8555,44;9695,34;10432,83;10723,69;10725,71;10633,53;10400,19;10257,87;10910,71;10318,47;590,42;21661,16;10205,92;4972,40;5145,11;5228,78;7302,40;5830,06;183541,22
"315600 Rio Vermelho";16784,87;18271,75;4432,37;10864,79;5502,23;26431,77;16989,43;25689,68;23445,54;23557,98;20131,80;21563,73;23298,20;20618,90;21597,11;16826,11;13392,31;8820,32;8459,06;15427,36;342105,31
"315660 Rubim";24049,05;25739,14;24097,43;21747,10;25708,69;24263,87;25685,82;24940,65;23610,19;17187,89;25579,02;24683,56;25281,27;25388,97;25259,05;24382,85;18770,61;11066,12;18751,12;20194,92;456387,32
"315670 Sabará";142040,79;125727,85;135228,95;145471,85;135858,84;120516,28;161470,97;152309,46;146260,68;151712,41;140216,12;151792,52;152574,17;127683,60;115883,63;110682,99;118530,68;96414,88;111506,67;153565,26;2695448,60
"315680 Sabinópolis";60017,32;44880,77;52921,24;47396,15;46961,31;109056,87;47529,51;47817,50;47133,26;47270,29;48724,99;47698,02;48018,62;47527,68;48328,81;47163,84;28399,02;22926,90;18595,70;43260,41;951628,21
"315690 Sacramento";49121,63;51520,65;53960,56;64454,08;76690,10;86716,85;69165,99;50995,28;55588,88;59641,17;65230,38;64503,81;67093,52;70555,49;71388,17;67773,42;67574,39;53678,63;49867,97;45816,82;1241337,79
"315700 Salinas";144062,32;147579,57;160022,95;174929,17;188034,18;187611,03;200691,96;208572,51;175290,61;193321,93;182160,67;168051,11;211914,00;151436,52;165275,70;123600,84;123055,75;129806,01;128895,64;147168,51;3311480,98
"315710 Salto da Divisa";8538,75;8636,65;8558,02;7420,32;8778,31;8144,67;8605,15;8731,78;8573,10;8708,86;8701,74;8782,08;8486,56;8788,79;8483,55;8513,72;8761,13;8455,05;8579,88;8627,44;170875,55
"315720 Santa Bárbara";45642,02;52830,37;55164,86;68892,80;76969,66;70900,24;97269,62;73037,20;94851,05;71580,69;59826,42;64891,41;60831,96;48678,14;51556,15;44176,39;35298,60;46050,17;63126,62;48093,91;1229668,28
"315770 Santa Juliana";18565,85;12774,55;10779,02;15647,47;15785,35;-;10974,68;9931,20;14833,06;21611,48;13460,15;16723,41;13256,73;9614,16;14267,79;-;27644,06;13076,92;20832,89;15026,58;274805,35
"315780 Santa Luzia";60978,36;50486,81;60419,60;73222,95;74653,99;70565,18;68503,71;86827,70;114033,32;102351,45;75300,04;95769,57;83019,68;84708,33;66551,79;62870,61;78412,38;78963,93;169265,64;134584,74;1691489,78
"315790 Santa Margarida";24293,71;13642,87;20025,63;38048,40;35979,66;36656,91;48964,43;38178,03;39608,79;31756,98;31454,33;30475,58;21991,90;32151,18;33198,78;18711,57;10870,94;9450,58;19797,96;27242,56;562500,79
"315820 Santa Maria do Suaçuí";95312,96;98840,32;97016,80;96879,01;95205,04;105713,05;93544,75;97513,42;98670,47;96233,71;88386,39;89758,78;87061,53;89613,31;82638,87;85040,32;72099,75;68070,88;62958,26;56478,89;1757036,51
"315930 Santa Rita de Jacutinga";9812,04;7985,23;8317,73;9444,87;9196,64;9252,01;9763,19;9527,69;9717,07;9729,67;9624,62;9645,93;9461,61;9793,20;9259,93;4220,43;3969,79;3079,92;7458,38;7108,49;166368,44
"315960 Santa Rita do Sapucaí";37579,89;67910,94;103646,95;101727,84;112924,94;96137,04;111775,00;118352,05;130112,51;129784,11;121081,39;112207,60;98566,24;111736,21;110058,34;84816,35;89893,79;100024,25;198021,02;221937,14;2258293,60
"315980 Santa Vitória";40351,02;48315,35;36388,66;48707,85;44244,57;36043,36;44195,27;33231,10;-;50109,02;35249,46;34444,34;35720,30;34240,86;33121,35;33736,82;34993,19;32982,20;26537,53;26824,74;709436,99
"315990 Santo Antônio do Amparo";193645,55;162184,39;222545,49;170041,92;180528,32;182212,74;196144,41;190394,64;205526,49;188031,45;200911,71;196930,96;200713,05;198271,84;184331,23;116855,74;124068,52;153503,85;156344,38;123823,36;3547010,04
"316040 Santo Antônio do Monte";64370,44;59609,07;62451,07;58560,93;67107,87;65333,30;62831,65;61531,57;60331,83;59584,36;64125,46;58238,67;58383,28;57895,85;64159,44;69185,43;56303,42;34816,24;94576,83;197607,02;1377003,73
"316070 Santos Dumont";169028,42;136435,99;171309,97;175283,74;169820,90;140767,75;161869,11;169593,59;155580,84;172064,68;186123,71;154968,82;176854,48;161442,32;146246,99;105632,92;121487,92;123360,87;162235,21;147543,23;3107651,46
"316100 São Domingos do Prata";29308,45;23238,65;21386,59;21508,57;29014,24;18623,11;32165,45;30285,66;19457,57;25298,46;19508,04;22659,30;24474,52;25547,64;29204,93;11843,74;18003,90;14819,34;18721,24;17637,52;452706,92
"316110 São Francisco";131690,47;139408,90;99746,14;121226,34;125411,01;115610,51;139035,58;121810,00;130923,85;135812,71;111934,78;91687,62;134661,69;97015,46;111910,51;105932,18;104156,94;97469,93;125574,53;118137,59;2359156,74
"316200 São Gonçalo do Sapucaí";56451,84;51741,06;60952,35;54825,06;51333,19;54502,04;62135,10;52219,61;53189,79;62257,07;64357,35;54719,96;59952,46;53280,37;52888,43;53848,86;53216,20;54793,87;54105,76;65994,24;1126764,61
"316210 São Gotardo";88917,81;87285,62;95871,85;93276,84;117893,11;113126,66;96170,10;94632,72;109249,62;89335,46;76652,62;25848,74;97941,90;63899,98;46643,42;52111,02;52217,36;48846,95;50150,36;46761,77;1546833,91
"316220 São João Batista do Glória";6964,43;3125,19;8695,77;10779,71;7659,09;7916,39;9583,69;7020,41;8648,43;6326,19;6406,73;3588,94;5213,59;6078,82;4896,07;2451,77;5335,21;5546,97;3514,78;8909,76;128661,94
"316240 São João da Ponte";79091,92;81726,98;77815,69;77734,35;80471,99;77276,24;75604,84;86839,55;81315,46;77854,10;77002,14;74638,83;75569,68;77483,87;81034,06;72861,01;73746,56;61995,23;77221,42;72365,86;1539649,78
"316250 São João del Rei";891058,01;858887,43;945274,39;1043682,65;1078504,91;986896,43;1086122,94;1029265,86;966168,59;1100246,18;960334,51;1041318,51;857863,80;1002826,75;1099306,71;915000,65;898678,23;832863,00;1243279,11;1437283,18;20274861,84
"316270 São João do Paraíso";49212,18;56421,99;58376,17;56780,56;58948,25;57698,28;56587,27;58545,12;58645,27;53103,44;55309,63;54230,22;40063,76;39067,02;47343,73;38860,30;34187,17;29576,03;35235,96;30294,47;968486,82
"316280 São João Evangelista";89416,78;88874,52;95608,19;97245,33;95591,28;95730,79;92496,00;89098,87;95318,95;107955,86;96242,74;99780,44;99257,25;79876,38;74691,73;66998,80;29567,45;23418,59;30252,53;56490,73;1603913,21
"316290 São João Nepomuceno";58700,48;75725,02;57610,40;63875,84;66523,33;66636,23;62432,74;52539,72;49712,09;70551,57;56493,20;41371,59;59583,19;43562,91;44668,98;23584,14;52732,54;39390,13;42938,92;41427,89;1070060,91
"316370 São Lourenço";718512,73;691463,12;706110,94;793892,26;777035,01;739514,07;740450,47;769311,87;548760,69;708970,55;722841,67;683655,07;698817,44;706591,16;666920,46;627037,65;626007,75;641641,46;737370,06;871265,85;14176170,28
"316390 São Pedro da União";-;1623,00;1543,44;3753,40;3758,45;3536,22;8836,18;5648,57;2953,59;4507,54;3671,28;3442,66;3757,31;4760,46;4900,99;2412,07;582,31;3206,30;524,81;2358,29;65776,87
"316420 São Romão";6762,56;5320,05;9338,58;7148,58;7243,63;9550,33;13748,38;5530,81;9010,64;8827,67;6839,56;3338,01;12627,96;9461,73;11812,79;6388,09;7603,64;11018,63;7488,48;7909,71;166969,83
"316430 São Roque de Minas";2656,81;2098,38;2727,78;2744,11;2093,29;1008,70;2927,73;2293,47;2258,39;2521,78;1720,55;80,38;2166,69;2079,03;1358,90;2919,88;1865,28;1364,75;1281,74;2092,46;40260,10
"316470 São Sebastião do Paraíso";1578721,20;1393133,58;1503847,64;1520272,43;1537021,81;1537968,56;1592441,99;1601663,69;1558563,29;1531916,72;1528776,74;1372970,19;1590034,52;1439790,02;1523361,66;1322740,60;1141505,45;1157750,32;1309249,69;1178883,30;28920613,40
"316500 São Tiago";18894,53;18796,99;18866,55;19039,78;19039,65;18940,95;18885,02;18894,20;18959,88;18882,85;18908,12;18275,25;18894,42;18866,22;18913,86;18372,42;17639,98;17378,37;16469,61;13994,99;366913,64
"316530 São Vicente de Minas";13636,68;13466,64;12798,85;13541,83;13522,31;13556,12;32831,93;13337,63;15179,77;12235,32;10405,02;11217,95;14525,67;7974,98;10518,02;8678,14;10283,27;9489,16;11593,69;13592,29;262385,27
"316570 Senador Firmino";7131,32;4272,47;8015,73;7357,72;10042,31;8606,48;11120,77;8150,68;9046,86;6158,13;7171,00;8028,21;6290,91;8316,18;4695,80;2036,83;3458,80;3221,78;1345,10;2994,48;127461,56
"316680 Serra do Salitre";5130,59;5452,84;5109,75;7965,33;7483,66;6041,90;7771,57;7472,48;8038,05;7400,86;7994,70;7107,85;10803,51;10507,11;21436,73;9807,18;9406,87;12755,15;18612,01;20583,59;196881,73
"316690 Serrania";3532,70;3218,06;3545,53;5570,95;7041,98;7758,49;9481,55;5265,38;11463,31;5970,99;4602,17;6455,87;5310,40;8142,72;1908,89;4712,13;1990,00;5086,70;6452,66;1721,51;109231,99
"316710 Serro";120829,52;81784,97;112683,63;139808,44;113396,19;110538,16;118288,54;107240,56;103890,38;116154,05;97170,46;120405,90;123747,50;108083,69;110490,04;80309,12;100786,12;73731,73;109618,85;87424,96;2136382,81
"316720 Sete Lagoas";1620450,17;1549134,23;1812464,81;1745424,07;1608655,44;1644172,49;1814436,85;1882802,89;1741799,41;1954774,52;1622566,74;1761476,55;1794707,47;1605966,48;1611331,55;1648730,46;1730557,25;1638957,52;1644093,53;2030388,85;34462891,28
"316800 Taiobeiras";602288,36;506849,45;500932,21;581834,19;656006,83;588004,57;602654,80;622703,76;562344,68;603390,57;543627,69;558550,90;630453,83;571830,76;588841,71;503348,41;598977,99;562129,16;615316,10;672413,75;11672499,72
"316840 Tarumirim";70945,58;66788,28;70487,86;72905,58;74661,90;73039,86;77362,46;74799,33;84183,19;76645,56;75779,22;71582,18;77447,29;75769,89;67939,48;72159,06;63227,64;58421,05;55608,73;58126,54;1417880,68
"316860 Teófilo Otoni";2270426,54;1913512,56;2154792,60;2180800,35;2707171,33;2344037,09;2343228,55;2362655,02;2500380,67;2147574,66;2493189,00;2270526,76;2272776,22;2341975,13;2414548,01;2111776,77;2118541,06;2213812,44;2496585,95;3336397,43;46994708,14
"316870 Timóteo";268229,56;313331,88;323247,32;447970,96;465313,22;324793,58;333228,79;330415,69;314241,37;338488,10;248252,56;314653,95;256912,74;231049,86;274415,56;276344,82;237548,30;282464,09;313149,77;247335,05;6141387,17
"316890 Tiros";5084,83;5196,77;6038,99;5382,81;4852,90;5958,03;5554,72;2541,94;4021,71;2916,08;590,42;4840,46;4374,70;3058,37;3874,19;-;1250,13;991,42;1732,49;3454,14;71715,10
"316930 Três Corações";510641,41;492459,60;536933,93;580956,26;590264,15;549066,73;552662,59;522520,34;499939,28;480759,43;478107,27;520252,08;516078,76;451864,60;455506,65;448969,52;492719,98;758119,65;911574,66;813475,45;11162872,34
"316935 Três Marias";71103,80;72457,52;68378,78;85539,69;76368,40;61311,87;60882,84;59813,16;60650,92;58173,48;60017,92;60179,98;61713,89;59109,39;58741,63;63559,60;59873,84;61341,17;59302,31;58586,24;1277106,43
"316940 Três Pontas";326746,08;315540,62;354285,09;378682,29;390731,70;410911,56;393099,00;417345,72;402763,40;414544,64;342965,17;360510,72;417357,08;424776,24;365892,40;305839,54;406845,67;381457,24;412296,01;401768,79;7624358,96
